Unnamed: 0,Name,Company,LinkedIn,Batch,exit_value_usd,total_funding_usd
0,Matt Feury,Flock Safety,https://www.linkedin.com/in/matt-feury-a105a339/,S17,0.0,380600000.0
1,Garrett Langley,Flock Safety,https://www.linkedin.com/in/glangley/,S17,0.0,380600000.0
2,Carly Leahy,Modern Fertility,https://www.linkedin.com/in/carlyleahy,S17,225000000.0,22000000.0
3,Afton Vechery,Modern Fertility,https://www.linkedin.com/in/aftonv/,S17,225000000.0,22000000.0
4,Reeju Datta,Cashfree Payments,https://in.linkedin.com/in/reejudatta,S17,0.0,188300000.0
5,Akash Sinha,Cashfree Payments,https://in.linkedin.com/in/sinhaakash,S17,0.0,188300000.0
6,Jan Alexander Jedlinski,Candidate.ly,https://www.linkedin.com/in/janalexanderjedlinski/,S17,0.0,0.0
7,Benjamin Bartakovics,Candidate.ly,https://www.linkedin.com/in/bbartakovics/,S17,0.0,0.0
8,Daniel Bartakovics,Candidate.ly,https://www.linkedin.com/in/bartakovics/,S17,0.0,0.0
9,Michael Ströck,Candidate.ly,https://www.linkedin.com/in/mstroeck,S17,0.0,0.0
10,Reilly Sweetland,FollowUpThen,https://www.linkedin.com/in/reillysweetland/,S17,0.0,0.0
11,Alyona Medelyan,Thematic,https://www.linkedin.com/in/medelyan,S17,0.0,0.0
12,Nathan Holmberg,Thematic,https://www.linkedin.com/in/nathanholmberg/,S17,0.0,0.0
13,April Chang,10 By 10,https://www.linkedin.com/in/aprilschang/,S17,0.0,120000.0
14,Robert Bartruff,10 By 10,https://www.linkedin.com/in/robertbartruff,S17,0.0,120000.0
16,Steven Clausnitzer,Forever Labs,https://www.linkedin.com/in/steven-clausnitzer-5142bb127/,S17,0.0,2000000.0
17,Mark Katakowski,Forever Labs,https://www.linkedin.com/in/mark-katakowski-4a626b127/,S17,0.0,2000000.0
18,Steven Bartel,Gem,https://github.com/sbartel,S17,0.0,109000000.0
19,Imran Khoja,Just Appraised,https://www.linkedin.com/in/imrankk/,S17,0.0,120000.0
20,Travis Noll,Just Appraised,https://www.linkedin.com/in/travisalexandernoll/,S17,0.0,120000.0
21,Tom Harel,Routable,https://www.linkedin.com/in/tom-harel-%F0%9F%87%AE%F0%9F%87%B1%F0%9F%87%BA%F0%9F%87%B8-74668864/,S17,0.0,46000000.0
22,Omri Mor,Routable,https://www.linkedin.com/in/omrimor/,S17,0.0,46000000.0
23,Christopher Lotz,Goodcover,https://www.linkedin.com/in/chrislotz/,S17,0.0,7500000.0
24,Daniel Di Spaltro,Goodcover,https://www.linkedin.com/in/dispaltro,S17,0.0,7500000.0
25,Dylan Fox,AssemblyAI,https://www.linkedin.com/in/dylanbfox/,S17,0.0,115000000.0
26,Vinayak Nagpal,Zendar,https://www.linkedin.com/in/vinayak-nagpal-45087b/,S17,0.0,22500000.0
27,Jimmy Wang,Zendar,https://www.linkedin.com/in/jimmy-wang-9186a39/,S17,0.0,22500000.0
28,Max Shepherd-Cross,Officely,https://www.linkedin.com/in/max-shepherd-cross-94153440/,S17,0.0,2000000.0
29,Rich Turnbull,Officely,https://www.linkedin.com/in/rich-turnbull-756bb229/,S17,0.0,2000000.0
30,Edwin Olson,May Mobility,https://www.linkedin.com/in/edwin-olson-6644387/,S17,0.0,300000000.0
31,Shahzad Younas,Muzz,https://uk.linkedin.com/in/shahzad-younas-16a6909b,S17,0.0,9000000.0
32,Edward Yao,OneLocal,https://www.linkedin.com/in/edward-yao-2599a26/,S17,0.0,1300000.0
33,Josh Albrecht,Sourceress,https://www.linkedin.com/in/joshalbrecht,S17,0.0,3500000.0
34,Kanjun Qiu,Sourceress,http://www.linkedin.com/in/kanjun,S17,0.0,3500000.0
35,Anton Buzdin,Oncobox,https://www.linkedin.com/in/anton-buzdin-8284972,S17,0.0,0.0
36,Andrew Garazha,Oncobox,https://www.linkedin.com/in/garazha,S17,0.0,0.0
37,Erik Franks,Tesseract,https://linkedin.com/in/erfrnk,S17,0.0,0.0
38,Jeff Gibson,Tesseract,https://www.linkedin.com/in/jeff-gibson-59866a86/,S17,0.0,0.0
39,Jake Teufert,Tesseract,https://www.linkedin.com/in/jake-teufert-86b375133/,S17,0.0,0.0
40,Sella Blondheim,D-ID,https://www.linkedin.com/in/sella-blondheim-531096a5/,S17,0.0,48000000.0
41,Eliran Kuta,D-ID,https://www.linkedin.com/in/eliran-kuta-24165878/,S17,0.0,48000000.0
42,Gil Perry,D-ID,https://www.linkedin.com/in/gil-perry-21532655/,S17,0.0,48000000.0
43,Brent Ridley,Skyscrape,https://www.linkedin.com/in/brent-ridley,S17,0.0,0.0
44,Ben Eachus,Flowspace,https://www.linkedin.com/in/beneachus,S17,0.0,46400000.0
45,Jason Harbert,Flowspace,https://www.linkedin.com/in/jason-harbert-5704b41/,S17,0.0,46400000.0
46,Kunal Sangwan,Piggy,https://in.linkedin.com/in/kunal-sangwan-9127a418,S17,0.0,0.0
47,Nikhil Satya Mantha,Piggy,https://in.linkedin.com/in/nikhil-mantha-1b14241b,S17,0.0,0.0
48,Ankush Singh,Piggy,https://in.linkedin.com/in/ankush-singh-b4646718,S17,0.0,0.0
49,Andrei Klochko,Airthium,https://www.linkedin.com/in/andrei-klochko-20093224/?locale=en_US,S17,0.0,4160000.0
50,Franck Lahaye,Airthium,https://www.linkedin.com/in/francklahaye,S17,0.0,4160000.0
51,Andres Gutierrez,tpaga,https://co.linkedin.com/in/andres-gutierrez-8516588,S17,0.0,0.0
52,Sebastian Ortiz,tpaga,https://co.linkedin.com/in/sebastian-ortiz-v%C3%A1squez-75b38590,S17,0.0,0.0
53,Juan Salcedo,tpaga,http://www.linkedin.com/in/JuanSalcedo,S17,0.0,0.0
54,Bertrand Vick,Rev Genomics,https://www.linkedin.com/in/bertrand-vick-4056044?trk=hp-identity-photo,S17,0.0,1620000.0
55,Kyle Moore,Pyka,https://www.linkedin.com/in/kyle-moore-1485536a/,S17,0.0,95300000.0
56,Michael Norcia,Pyka,https://www.linkedin.com/in/michael-norcia-13a79124/,S17,0.0,95300000.0
57,Chuma Ogunwole,Pyka,https://www.linkedin.com/in/chuma-ogunwole-10893316,S17,0.0,95300000.0
58,Nathan White,Pyka,https://www.linkedin.com/in/nathan-white-8a1950a9,S17,0.0,95300000.0
59,Keiran Olivares Whitaker,Entocycle,https://www.linkedin.com/in/keiran-olivares-whitaker-a2b8b795/,S17,0.0,18550000.0
60,Andre Bertram,HelpWear,https://www.linkedin.com/in/andrebertram/,S17,0.0,120000.0
61,Ankur Gupta,Spect,https://www.linkedin.com/in/regenmd,S17,0.0,0.0
62,Chris Edelmann,Pop Meals,https://www.linkedin.com/in/christian-edelmann-we-are-hiring-27166531/,S17,0.0,28000000.0
63,Jessica Li,Pop Meals,https://www.linkedin.com/in/jessicaykli/,S17,0.0,28000000.0
64,Jonathan Weins,Pop Meals,https://www.linkedin.com/in/jonathanweins/,S17,0.0,28000000.0
65,Brad Eckert,Cairns Health,https://www.linkedin.com/in/bradleymeckert/,S17,0.0,0.0
66,Kiran Joshi,Cairns Health,https://www.linkedin.com/in/kiran-joshi-2b11ab4,S17,0.0,0.0
67,Neal Khosla,Cairns Health,https://www.linkedin.com/in/nealkhosla/,S17,0.0,0.0
68,Will Mitchell,Rabbet,https://www.linkedin.com/in/mitchellrw,S17,0.0,9800000.0
69,Han Wang,Upfort,http://www.linkedin.com/in/hanwangcyber,S17,0.0,8000000.0
70,Daniel Bilbao,Upfort,https://www.linkedin.com/in/danielbilbao/,S17,0.0,8000000.0
71,Chris Blaser,Prelim,https://www.linkedin.com/in/chris-nguyen-blaser-553665107/,S17,0.0,2000000.0
72,Heang Chan,Prelim,https://www.linkedin.com/in/heangchan,S17,0.0,2000000.0
73,Shiva Adireddy,Advano,https://www.linkedin.com/in/shiva-adireddy-5aab1850,S17,0.0,44120000.0
74,Alexander Girau,Advano,http://www.linkedin.com/in/alexandergirau,S17,0.0,44120000.0
75,Asima Ahmad,Carrot Fertility,https://www.linkedin.com/in/asima-ahmad-md-mph-a13523117?trk=nav_responsive_tab_profile,S17,0.0,0.0
76,Tammy Sun,Carrot Fertility,https://www.linkedin.com/in/tammysun1/,S17,0.0,0.0
77,Liron Shapira,Relationship Hero,https://linkedin.com/in/lironshapira,S17,0.0,2120000.0
78,Billy Guan,CocuSocial,https://www.linkedin.com/in/billy-guan-03b53b19/,S17,0.0,0.0
79,Helen Sun,CocuSocial,https://www.linkedin.com/in/helen-yiwen-sun-a366b872/,S17,0.0,0.0
80,Star Simpson,ThereCraft,https://www.linkedin.com/in/star-simpson-90a63a160,S17,0.0,87500000.0
81,Vincent Wei,SafeButler,https://linkedin.com/in/insuretech,S17,0.0,0.0
82,Nan Zhong,SafeButler,https://www.linkedin.com/in/nanzhong/,S17,0.0,0.0
83,Padideh Kamali-Zare,Darmiyan,https://www.linkedin.com/in/padideh-kamali-zare-353b2617/,S17,0.0,10010000.0
84,Kaveh Vejdani,Darmiyan,https://www.linkedin.com/in/kaveh-vejdani-5369561,S17,0.0,10010000.0
85,Lauren Dachille,Nimble,https://www.linkedin.com/in/laurendachille,S17,0.0,106000000.0
86,Richy Nelson,Roofr,https://www.linkedin.com/in/richard-nelson-105b7593/,S17,0.0,39500000.0
87,Kevin Redman,Roofr,https://www.linkedin.com/in/iredmedia/,S17,0.0,39500000.0
88,Kevin Wu,Pathrise,https://www.linkedin.com/in/kevintxwu,S17,0.0,15370000.0
89,John Novak,Standard AI,https://linkedin.com/in/john-novak-87051279,S17,0.0,236320000.0
90,Jordan Fisher,Standard AI,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0CB0QFjAAahUKEwj25PGt07bIAhUMbT4KHcqIC2c&url=https%3A%2F%2Fwww.linkedin.com%2Fpub%2Fjordan-fisher%2F25%2F450%2F811&usg=AFQjCNG9WQJxgJVIGYvr2hALo3KV53m02w,S17,0.0,236320000.0
91,Michael Suswal,Standard AI,https://linkedin.com/in/michael-suswal-51b45421,S17,0.0,236320000.0
92,David Valdman,Standard AI,https://www.linkedin.com/in/dmvaldman/,S17,0.0,236320000.0
93,Garrett Reynolds,UpCodes,https://www.linkedin.com/in/garrettreynolds,S17,0.0,6980000.0
94,Scott Reynolds,UpCodes,https://www.linkedin.com/in/scott-reynolds,S17,0.0,6980000.0
95,Adegoke Olubusi,Helium Health,https://linkedin.com/in/adegokeolubusi/,S17,0.0,0.0
96,Dimeji Sofowora,Helium Health,https://www.linkedin.com/in/dimeji-sofowora-65a20a3b/,S17,0.0,0.0
97,Mike McIntyre,Fam,https://www.linkedin.com/in/michaelcmcintyre/,S17,0.0,3500000.0
98,Eddie Zhang,Fam,http://www.linkedin.com/in/eddieyzhang/,S17,0.0,3500000.0
99,Uzoma Ayogu,Releaf Earth,https://www.linkedin.com/in/uzomabayogu,S17,0.0,8590000.0
100,Kenna Nzewi,Releaf Earth,https://www.linkedin.com/in/inzewi,S17,0.0,8590000.0
101,Nicolas Bartoli,Leon & George,https://www.linkedin.com/in/nicolasbartoli/,S17,0.0,170000.0
102,Austen Allred,Bloom Institute of Technology,https://www.linkedin.com/in/austenallred,S17,0.0,148790000.0
103,Ben Nelson,Bloom Institute of Technology,https://www.linkedin.com/in/sunjieming/,S17,0.0,148790000.0
104,Casey Bell,Aecore,https://www.linkedin.com/pub/casey-bell/25/a97/42,S17,0.0,0.0
105,Anthony Cirinelli,Aecore,https://www.linkedin.com/in/acirinelli,S17,0.0,0.0
106,Dan Ryan,VergeSense,https://www.linkedin.com/profile/view?id=AAMAAALP47EBt7V6Qy9eIJZ4mJt-BUjHxtb87rc&trk=hp-identity-name,S17,0.0,82620000.0
107,Kelby Green,VergeSense,https://www.linkedin.com/in/kelby-green-583014174,S17,0.0,82620000.0
108,Magi Richani,Nobell Foods,https://www.linkedin.com/in/magi-richani,S17,0.0,100000000.0
109,John Bautista,Long Term Stock Exchange,https://www.linkedin.com/in/john-bautista-a010912,S17,0.0,172080000.0
110,Eric Ries,Long Term Stock Exchange,https://www.linkedin.com/in/eries,S17,0.0,172080000.0
111,Charles Acknin,Skyways,https://www.linkedin.com/in/charlesacknin,S17,0.0,0.0
112,Hendra Kwik,FAZZ,https://www.linkedin.com/in/hendra-kwik-4a291242?trk=hp-identity-name,S17,0.0,174000000.0
113,Jefriyanto,FAZZ,https://id.linkedin.com/in/jefriyanto,S17,0.0,174000000.0
114,Ricky Winata,FAZZ,https://www.linkedin.com/in/ricky-winata-75735458,S17,0.0,174000000.0
115,Musawir Shah,Jerry,https://www.linkedin.com/in/musawirshah,S17,0.0,0.0
116,Art Agrawal,Jerry,https://www.linkedin.com/in/artagrawal,S17,0.0,0.0
