,Name,Company,LinkedIn,Batch
0,Logan Head,Whatnot,https://www.linkedin.com/in/logan-head-b0866615,W20
1,Grant LaFontaine,Whatnot,https://www.linkedin.com/in/grantlafontaine/,W20
2,Denis Kildishev,Jet Admin,https://www.linkedin.com/in/denis-kildishev/,W20
3,Anton Svetlov,Jet Admin,https://www.linkedin.com/in/anton-svetlov/,W20
4,Quin Wills,Ochre Bio,https://www.linkedin.com/in/quinwills/,W20
5,Dan Lin-Arlow,Ansa Biotechnologies,https://www.linkedin.com/in/daniel-arlow-89056583/,W20
6,Sebastian Palluk,Ansa Biotechnologies,https://www.linkedin.com/in/sebastian-palluk/,W20
7,Noureddine Tayebi,Yassir,https://www.linkedin.com/in/noureddine-tayebi/,W20
8,el mahdi Yettou,Yassir,https://www.linkedin.com/in/mahdi-yettou-3075b0137/,W20
9,Jeffrey Liu,Jenfi,https://www.linkedin.com/in/jeffreykliu/,W20
10,Justin Louie,Jenfi,https://www.linkedin.com/in/nitsujri,W20
11,Aleksei Beliankin-Bauer,Legionfarm,https://www.linkedin.com/in/alex-beliankin/,W20
12,Tamas Gorbe,Menten AI,https://www.linkedin.com/in/tamasgorbe/,W20
13,Hans Melo,Menten AI,https://www.linkedin.com/in/hansmelo/,W20
14,Oriol Tintore,Belvo,https://www.linkedin.com/in/uritintore/,W20
15,Pablo Viguera,Belvo,https://www.linkedin.com/in/viguerapablo/,W20
16,Liliya Khasin,Equator Therapeutics,https://www.linkedin.com/in/liliya-gabelev-khasin-2b9b138a,W20
17,Yuriy Kirichok,Equator Therapeutics,https://www.linkedin.com/in/yuriy-kirichok-0409151a/,W20
18,Jonah Sinick,Equator Therapeutics,https://www.linkedin.com/in/jonahsinick,W20
19,Ahmed AJ,Tasker AI,https://www.linkedin.com/in/ajoor,W20
20,Hesham Ghandour,Tasker AI,https://www.linkedin.com/profile/view?id=AAIAAAbI0jwBtGMfgzMsbSUHdZ9B4NfdxqsgWFY&trk=nav_responsive_tab_profile,W20
21,Cameron Hogan,Gas Pos,http://linkedin.com/in/cameron-hogan-57046512,W20
22,Joshua Smith,Gas Pos,https://www.linkedin.com/in/joshua-smith-809244104/,W20
23,Nannette Smith,Gas Pos,https://www.linkedin.com/in/nannette-smith-9a568512a,W20
24,Andrew Gardner,Humanly,https://www.linkedin.com/in/andrew-gardner-0b3548a0/,W20
25,Prem Kumar,Humanly,https://www.linkedin.com/in/premskumar/,W20
26,Bryan Leptich,Humanly,https://www.linkedin.com/in/bryanleptich/,W20
27,Gabriella DeFlorio,Prelay,https://www.linkedin.com/in/gabriella-deflorio/,W20
28,Paul Kimani,Workpay,https://www.linkedin.com/in/paul-kimani/,W20
29,Jackson Kibigo Kungu,Workpay,https://www.linkedin.com/in/jackson-kibigo/,W20
30,John Lafleur,Airbyte,https://www.linkedin.com/in/jeanhenrilafleur/,W20
31,Michel Tricot,Airbyte,https://www.linkedin.com/in/micheltricot/,W20
32,Eric Kirima,Tambua Health,https://linkedin.com/in/nerickirima/,W20
33,Lewis Wanjohi,Tambua Health,https://www.linkedin.com/in/lewis-w-bb64b7127/,W20
34,Maddie Hall,Living Carbon,https://www.linkedin.com/in/maddie-hall-76293135/,W20
35,Patrick Mellor,Living Carbon,https://www.linkedin.com/in/patrick-mellor-1924681a6,W20
36,Larry Oti,SEND,https://www.linkedin.com/in/larry-oti,W20
37,Kingsley Oti,SEND,https://linkedin.com/in/kingsley-oti-64464b10b,W20
38,Alexis Patjane,99minutos,https://www.linkedin.com/in/alexis-patjane-48a73784/?originalSubdomain=mx,W20
39,Alex Levy,Atmo,ca.linkedin.com/in/levyalex,W20
40,Johan Mathe,Atmo,https://www.linkedin.com/in/johmathe/,W20
41,Lennise Ng,borong,https://www.linkedin.com/in/lenniseng,W20
42,Aizat Rahim,borong,https://www.linkedin.com/in/aizatrahim/,W20
43,Haslinda Rasip,borong,https://www.linkedin.com/in/lindarasip/,W20
44,David Gu,Recall.ai,https://www.linkedin.com/in/david-gu/,W20
45,Amanda Zhu,Recall.ai,https://www.linkedin.com/in/zhu-amanda/,W20
46,Agbor Ashumanyi Ako,Healthlane,https://www.linkedin.com/in/agbor-ashu,W20
47,Alain Nteff,Healthlane,https://www.linkedin.com/in/alain-nteff-1b983b45/,W20
48,Sarah Ahmad,Stable,https://www.linkedin.com/in/sarah-ahmad-077049b5/,W20
49,Collin Pham,Stable,https://www.linkedin.com/in/collin-pham/,W20
50,Ramy Khorshed,Sakneen,https://www.linkedin.com/in/ramykhorshed/,W20
51,Hussein Elkheshen,Sakneen,https://www.linkedin.com/in/husseinelkheshen/,W20
52,Sergei Lepchenkov,GiveAway,https://www.linkedin.com/in/lepchenkov/,W20
53,Jorge Flores Acevedo,GuruHotel,https://www.linkedin.com/in/jorgefloresacevedo/,W20
54,Josue Gio 🔥,GuruHotel,https://www.linkedin.com/in/josuegio,W20
55,Stiven Martinez,GuruHotel,https://www.linkedin.com/in/stivenmartinez/,W20
56,Milad Dagher,Nomic Bio,https://www.linkedin.com/in/milad-dagher/,W20
57,Jeff Munzar,Nomic Bio,https://www.linkedin.com/in/jeffmunzar/,W20
58,Iain Usiri,Ramani,https://www.linkedin.com/in/iain-usiri-78271673/,W20
59,Calvin Usiri,Ramani,https://www.linkedin.com/in/calvin-usiri-b86701a7/,W20
60,Alexei Hahunov,Handl,https://www.linkedin.com/in/alexeihahunov/,W20
61,Dima Matskevich,Handl,https://www.linkedin.com/in/mdima/,W20
