,Name,Company,LinkedIn,Batch
0,Matin Movassate,Heap,https://www.linkedin.com/in/matin-movassate-29494723,W13
1,Taylor Brown,Fivetran,https://www.linkedin.com/in/taylorwcbrown,W13
2,George Fraser,Fivetran,https://www.linkedin.com/in/george-fraser-a0219230,W13
3,Laks Srini,Zenefits,http://www.linkedin.com/in/lakssrini,W13
4,Stephen Lake,North,https://linkedin.com/in/slake,W13
5,Matthew Bailey,North,,W13
6,Aaron Grant,North,,W13
7,Chase Adam,Watsi,https://www.linkedin.com/in/chaseadam17,W13
8,Grace Garey,Watsi,https://www.linkedin.com/in/gracegarey,W13
9,Joe Ariel,Goldbelly,https://www.linkedin.com/in/joeariel,W13
10,Joel Gillman,Goldbelly,https://www.linkedin.com/in/joelgillman/,W13
11,Trevor Stow,Goldbelly,https://www.linkedin.com/in/trevor-stow-6984394,W13
12,Vanessa Torrivilla,Goldbelly,https://www.linkedin.com/in/vanessatorrivilla,W13
13,Michelle Crosby,Wevorce,https://www.linkedin.com/in/michelle-crosby-93508a6,W13
14,Nick Tommarello,Wefunder,https://www.linkedin.com/in/nicktommarello/,W13
15,Greg Belote,Wefunder,https://www.linkedin.com/in/gregbelote/,W13
16,Vivek Shah,SimplyInsured,https://www.linkedin.com/in/vivekajayshah,W13
17,Denny Luan,Experiment,https://www.linkedin.com/in/denny-luan-8189b726/,W13
18,Spencer Hewett,RADAR,https://www.linkedin.com/in/spencerhewett,W13
19,Fei Deyle,Lollipuff,https://www.linkedin.com/in/fei-deyle-14152910,W13
20,Teng Bao,Strikingly,https://www.linkedin.com/in/tengbao,W13
21,Dafeng Guo,Strikingly,https://linkedin.com/in/dfguo,W13
22,David Haisha Chen,Strikingly,https://www.linkedin.com/in/haishachen,W13
23,Paul Dix,InfluxData,https://www.linkedin.com/in/pauldix/,W13
24,Christian Romming,Etleap,https://www.linkedin.com/in/cromming,W13
25,Na'ama Moran,Cheetah,https://www.linkedin.com/in/naamamoran/,W13
26,Nikhil Nirmel,Lawdingo,https://linkedin.com/in/nikhilnirmel,W13
27,Nitesh Goel,Padlet,https://www.linkedin.com/in/doodlebug,W13
28,David Petersen,BuildZoom,https://www.linkedin.com/in/davidcpetersen,W13
29,Jiyan Wei,BuildZoom,https://www.linkedin.com/in/jiyanwei,W13
30,Lior Abraham,Scuba,https://www.linkedin.com/in/liorabraham,W13
31,Ann Johnson,Scuba,https://www.linkedin.com/in/annstimmlerjohnson,W13
32,Bobby Johnson,Scuba,https://www.linkedin.com/in/bobby-johnson-2362201a6,W13
33,Humberto Evans,CircuitLab,https://www.linkedin.com/in/humbertoevans,W13
34,Mike Robbins,CircuitLab,https://www.linkedin.com/in/compumike,W13
35,Ryan Choi,StyleUp,https://www.linkedin.com/in/ryankicks,W13
36,Walker Williams,Teespring,https://www.linkedin.com/in/wiwillia,W13
37,Evan Stites Clayton,Teespring,https://www.linkedin.com/in/evan-stites-clayton-65761673,W13
38,Vinoth Gopi,Semantics3,https://www.linkedin.com/in/vinothgopi,W13
39,Sivamani Varun,Semantics3,https://www.linkedin.com/in/netvarun,W13
40,Danny Castonguay,Kalibrr,https://www.linkedin.com/in/dannycastonguay/,W13
