,Name,Company,LinkedIn,Batch
0,Andy Fang,DoorDash,https://www.linkedin.com/in/fangsterr,S13
1,Stanley Tang,DoorDash,https://www.linkedin.com/in/stanleytang,S13
2,Tony Xu,DoorDash,https://www.linkedin.com/in/xutony,S13
3,Jake Heller,Casetext,https://www.linkedin.com/in/jakeheller/,S13
4,Alex Polvi,CoreOS,https://www.linkedin.com/in/polvi/,S13
5,Bryant Chou,Webflow,https://www.linkedin.com/in/bryantchou,S13
6,Sergie Magdalin,Webflow,,S13
7,Vlad Magdalin,Webflow,https://www.linkedin.com/in/vladmagdalin/,S13
8,Claire McDonnell,True Link,https://www.linkedin.com/in/clairemcdonnell/,S13
9,Kai Stinchcombe,True Link,https://www.linkedin.com/in/kaistinchcombe,S13
10,Tobiasz Dankiewicz,Reebee,https://linkedin.com/in/tobiaszdankiewicz,S13
11,Michal Martyniak,Reebee,,S13
12,Harry Zhang,Lob,https://linkedIn.com/in/zhangha,S13
13,Aaron Feuer,Panorama Education,https://www.linkedin.com/in/aaronfeuer,S13
14,Amir Elaguizy,Cratejoy,https://www.linkedin.com/in/amirelaguizy/,S13
15,Lukasz Kostka,"Estimote, Inc.",https://www.linkedin.com/in/lukaszkostka/,S13
16,Jakub Krzych,"Estimote, Inc.",https://www.linkedin.com/in/krzych,S13
17,Jarrett Streebin,EasyPost,https://www.linkedin.com/in/jstreebin,S13
18,Garrett Beck,Asseta,https://www.linkedin.com/in/garrett-beck-22022521/,S13
19,Glen Moriarty,7cups,https://www.linkedin.com/in/2pointsomeone,S13
20,Yin Wu,Echo Locker,https://www.linkedin.com/in/ywu01/,S13
21,Xuwen Cao,Echo Locker,https://www.linkedin.com/in/xuwen-cao-a4471416/,S13
22,Ray Wu,Weilos,https://www.linkedin.com/in/rayhwu,S13
23,Kenny Cason,Datarank,https://www.linkedin.com/in/kennycason/,S13
24,Ryan Frazier,Datarank,https://www.linkedin.com/in/ryfraz,S13
25,Aarthi Ramamurthy,Lumoid,https://www.linkedin.com/in/aarthir/,S13
26,Steve Klein,StatusPage,https://www.linkedin.com/in/steveklein89/,S13
27,Scott Klein,StatusPage,https://www.linkedin.com/in/sbklein/,S13
28,Danny Olinsky,StatusPage,https://www.linkedin.com/in/dannyolinsky,S13
29,Shehzad Daredia,Bop.fm,https://www.linkedin.com/in/daredia,S13
30,Stefan Gomez,Bop.fm,https://www.linkedin.com/in/stefangomez/,S13
31,Edrizio De La Cruz,Arcus,https://www.linkedin.com/in/edrizio-de-la-cruz/,S13
32,Juan Maldonado,Arcus,https://www.linkedin.com/in/juanmaldonado2/,S13
33,Iñigo Rumayor,Arcus,https://www.linkedin.com/in/inigorumayor/,S13
34,Adam Hooper,RealCrowd,https://www.linkedin.com/in/adam-hooper,S13
35,Andy Norborg,RealCrowd,,S13
36,Tobias Eichenwald,Senic,,S13
37,Max Friefeld,Layer By Layer,https://www.linkedin.com/in/mfriefeld,S13
38,Jon Miller Schwartz,Layer By Layer,https://www.linkedin.com/in/jmschwartz11,S13
39,Oliver Ortlieb,Layer By Layer,https://www.linkedin.com/in/oliverortlieb,S13
40,Steven Hsiao,SpoonRocket,https://linkedin.com/in/steven-hsiao1,S13
41,Anson Tsui,SpoonRocket,https://www.linkedin.com/in/anson-tsui-9662a823,S13
42,Patrik Outericky,SimpleLegal,https://www.linkedin.com/in/dashboard/,S13
43,Lucas Baker,Hackermeter,https://www.linkedin.com/in/tesuji,S13
44,frost li,Hackermeter,https://www.linkedin.com/in/frost-li-0084b017/,S13
45,Matthew Schwab,BloomThat,https://www.linkedin.com/in/matthewlschwab/,S13
46,David Bladow,BloomThat,https://www.linkedin.com/in/david-bladow,S13
47,Chad Powell,BloomThat,https://www.linkedin.com/in/chadlpowell,S13
48,Brent Goldman,Standard Treasury,https://www.linkedin.com/in/brentgoldman,S13
49,Zac Townsend,Standard Treasury,http://linkedin.com/in/zactownsend,S13
50,Daniel Kimerling,Standard Treasury,https://www.linkedin.com/in/dkimerling/,S13
51,Nancy Hua,Apptimize,https://www.linkedin.com/in/nancyhua/,S13
52,Nate Smith,URX,https://www.linkedin.com/in/nathanaelhsmith,S13
53,Bart Dirkx,Ixiplay,https://www.linkedin.com/in/bart-dirkx-819825,S13
54,Ruud van der Aalst,Ixiplay,,S13
55,Nathan Speller,WebCake,https://www.linkedin.com/in/nathanspeller,S13
56,Leo Anthias,Kivo,https://linkedin.com/in/leo-anthias-91666827,S13
57,Niluka Satharasinghe,Kivo,,S13
58,Alex Selig,SoundFocus,https://www.linkedin.com/in/aselig,S13
59,Sam Brin,Butter Systems,https://www.linkedin.com/in/sbrin,S13
60,Jon Li,Butter Systems,https://www.linkedin.com/in/ljfh001,S13
61,George Tankersley,Audobox,,S13
62,Ted Lee,Audobox,https://www.linkedin.com/in/bhbryant,S13
63,Will Whitney,Audobox,,S13
64,Perry Haldenby,Amulyte,,S13
65,Jaclyn Konzelmann,Amulyte,https://www.linkedin.com/in/jaclynkonzelmann,S13
66,Ishaan Gulrajani,Watchsend,https://www.linkedin.com/in/igul222,S13
67,Chris Castiglione,One Month,http://www.linkedin.com/in/castig,S13
68,Mattan Griffel,One Month,https://www.linkedin.com/in/mattangriffel/,S13
69,Raymond Lo,Meta,https://www.linkedin.com/in/raymondlo84,S13
70,Ben Sand,Meta,https://linkedin.com/in/bensandcastle,S13
71,Meron Gribetz,Meta,https://www.linkedin.com/in/meron-gribetz-25b6673,S13
72,Shahbano Imran,LocalOn,https://linkedin.com/in/shahbano,S13
73,David Tolioupov,LocalOn,http://linkedin.com/in/currant/,S13
74,Brett Northart,Le Tote,https://www.linkedin.com/in/brettnorthart/,S13
75,Rakesh Tondon,Le Tote,https://www.linkedin.com/in/rakesh-tondon-2524b91/,S13
76,Dann Petty,Hum,,S13
