,Name,Company,LinkedIn,Batch
0,Sid Sijbrandij,GitLab,http://nl.linkedin.com/in/sijbrandij,W15
1,Dmytro Zaporozhets,GitLab,https://www.linkedin.com/in/dzaporozhets,W15
2,Matthew De Silva,Notable Labs,https://www.linkedin.com/in/matthewdesilva/,W15
3,Pete Quinzio,Notable Labs,https://www.linkedin.com/in/peter-quinzio-26083a35,W15
4,Debkishore Mitra,Lucira Health,http://www.linkedin.com/in/debkishoremitra,W15
5,Brad Siegler,EquipmentShare,https://linkedin.com/in/bradsiegler,W15
6,Jeff Lowe,EquipmentShare,https://www.linkedin.com/in/lowejeffrey,W15
7,Jabbok Schlacks,EquipmentShare,https://www.linkedin.com/in/jabbok-schlacks-319a378a,W15
8,William Schlacks,EquipmentShare,https://www.linkedin.com/in/william-schlacks-49796016,W15
9,Mike Xu,GrubMarket,http://www.linkedin.com/pub/mike-minyi-xu/1/837/510/,W15
10,Shashank Kumar,Razorpay,http://www.linkedin.com/in/kumarshashank,W15
11,Harshil Mathur,Razorpay,https://www.linkedin.com/pub/harshil-mathur/69/23a/127,W15
12,Jose M. Mejia Oneto,Shasqi,http://www.linkedin.com/in/joseperu/,W15
13,Mukul Dhankhar,Mashgin,https://linkedin.com/in/mdhankhar,W15
14,Abhinai Srivastava,Mashgin,https://www.linkedin.com/in/abhinai,W15
15,Talha Sattar,NimbleRx,https://www.linkedin.com/pub/talha-sattar/5/77a/97,W15
16,Eugenia Kuyda,Replika,https://www.linkedin.com/in/eugenia-kuyda-638a8a1b/,W15
17,Syed Ahmed,Tara AI,https://www.linkedin.com/in/syedahmedz/,W15
18,Iba Masood,Tara AI,https://www.linkedin.com/in/ibamasood,W15
19,Kemar Newell,Flip,https://www.linkedin.com/in/kemarnewell/,W15
20,Sebastian Punyaratabandhu Bhakdi,X-Zell,https://www.linkedin.com/pub/sebastian-chakrit-punyaratabandhu-bhakdi/4a/357/8a3,W15
21,Prapat Suriyaphol,X-Zell,http://th.linkedin.com/pub/prapat-suriyaphol/17/5b0/3b2,W15
22,Max Hodak,Transcriptic,https://www.linkedin.com/in/maxhodak,W15
23,Shreya Mehta,Zenflow,https://www.linkedin.com/pub/shreya-mehta/5/57/49a,W15
24,Mark Datta,Tab,http://uk.linkedin.com/in/markdatta,W15
25,Arthur Chang,Priime,https://www.linkedin.com/in/arthurchang,W15
