,Name,Company,LinkedIn,Batch
0,Jared Rodman,Weave,https://www.linkedin.com/in/jared-rodman-2188a23b/,W14
1,Clint Berry,Weave,https://www.linkedin.com/in/clintonberry,W14
2,Brandon Rodman,Weave,https://www.linkedin.com/in/brandonrodman,W14
3,Nicolas Dessaigne,Algolia,https://www.linkedin.com/in/nicolasdessaigne/,W14
4,Julien Lemoine,Algolia,https://linkedin.com/in/julienlemoine,W14
5,Urska Srsen,Bellabeat,,W14
6,Sandro Mur,Bellabeat,,W14
7,Kyle Vogt,Cruise,https://www.linkedin.com/in/kylevogt/,W14
8,Daniel Kan,Cruise,https://www.linkedin.com/in/danielkan,W14
9,Ryan Petersen,Flexport,https://www.linkedin.com/in/rpetersen,W14
10,Ian Cinnamon,Immunity Project,http://linkedin.com/in/iancinnamon,W14
11,Naveen Jain,Immunity Project,https://www.linkedin.com/in/naveenkjain,W14
12,Reid Rubsamen,Immunity Project,https://www.linkedin.com/in/reidrubsamenmd,W14
13,Matt Harris,Dyspatch,https://www.linkedin.com/in/harrismc,W14
14,Varun Arora,OpenCurriculum,,W14
15,John Lai,MixerBox,https://www.linkedin.com/in/johnlai1/,W14
16,Vasco Pedro,Unbabel,https://www.linkedin.com/in/vascopedro/,W14
17,João Graça,Unbabel,https://www.linkedin.com/in/joao-v-graca,W14
18,Bruno Prezado Silva,Unbabel,https://www.linkedin.com/in/bruno-prezado-silva-b26a028/,W14
19,Hugo Silva,Unbabel,,W14
20,Tim Sherstyuk,GBatteries,https://www.linkedin.com/in/timsherstyuk,W14
21,Nick Sherstyuk,GBatteries,,W14
22,Doug Feigelson,Zinc,https://www.linkedin.com/in/doug-feigelson-95371825,W14
23,John Wang,Zinc,https://www.linkedin.com/in/johnjianwang,W14
24,Julia Kurnia,Zidisha,https://www.linkedin.com/in/juliakurnia,W14
25,Jason Wang,TrueVault,https://www.linkedin.com/in/jasonwang,W14
26,Amiad Soto,Guesty,https://www.linkedin.com/in/amiadsoto,W14
27,Koby Soto,Guesty,https://linkedin.com/in/kobysoto,W14
28,Aaron King,Snapdocs,https://www.linkedin.com/in/aaronwking,W14
29,Louise Broni-Mensah,Shoobs,https://www.linkedin.com/in/louisebronimensah/,W14
30,Christopher Hesse,Pushbullet,https://www.linkedin.com/in/christopher-hesse-861a249,W14
31,Ryan Oldenburg,Pushbullet,https://www.linkedin.com/in/ryan-oldenburg-70661694,W14
32,Andre von Houck,Pushbullet,https://www.linkedin.com/in/andrevonhouck,W14
33,Matevž Petek,Povio,https://www.linkedin.com/in/matevzpetek,W14
34,Jim Robeson,PiinPoint,,W14
35,Adam Saunders,PiinPoint,https://www.linkedin.com/in/adamrsaunders/,W14
36,Rey Faustino,One Degree,https://www.linkedin.com/in/reyfaustino/,W14
37,Hyungseok (Dino) Ha,MBX,https://www.linkedin.com/in/hyungseok-dino-ha-32579221/,W14
38,Martin Stoyanov,Emailio,,W14
39,Teo Teodosiev,Emailio,https://www.linkedin.com/in/teodosiev/,W14
40,Andrew Norris,DevCycle,https://www.linkedin.com/in/andrewsnorris/,W14
41,Jonathan Norris,DevCycle,https://www.linkedin.com/in/jonathantnorris,W14
42,Cobi Druxerman,DevCycle,https://www.linkedin.com/in/druxerman/,W14
43,Greg Schvey,Axoni,,W14
44,Jeffrey Schvey,Axoni,https://www.linkedin.com/in/jeffschvey/,W14
45,Ryan Seashore,CodeNow,https://www.linkedin.com/in/seashore/,W14
46,Nick Winter,CodeCombat,http://linkedin.com/in/nwinter,W14
47,Edith Elliott,Noora Health,https://www.linkedin.com/in/edith-elliott-633b7a37/,W14
