,Name,Company,LinkedIn,Batch
0,Spenser Skates,Amplitude,https://www.linkedin.com/in/spenserskates,W12
1,Curtis Liu,Amplitude,https://www.linkedin.com/in/jerry-klingenberger-15027791,W12
2,David Gausebeck,Matterport,https://www.linkedin.com/in/david-gausebeck-ab23015,W12
3,Ralph Gootee,PlanGrid,https://www.linkedin.com/in/ralphleon/,W12
4,Ryan Sutton-Gee,PlanGrid,https://www.linkedin.com/in/rsuttong,W12
5,Tracy Young,PlanGrid,https://www.linkedin.com/in/tracy-young-0a17441,W12
6,Drew Durbin,Sendwave,https://www.linkedin.com/in/drew-durbin-52517614/,W12
7,Lincoln Quirk,Sendwave,https://www.linkedin.com/in/lincolnquirk,W12
8,Edward Kim,Gusto,https://www.linkedin.com/in/edawerd/,W12
9,Tomer London,Gusto,https://www.linkedin.com/in/tomerlondon/,W12
10,Josh Reeves,Gusto,https://www.linkedin.com/in/joshuareeves/,W12
11,Drew Durbin,Wave,https://www.linkedin.com/in/drew-durbin-52517614/,W12
12,Lincoln Quirk,Wave,https://www.linkedin.com/in/lincolnquirk,W12
13,Abbas Mehdi,Medmonk,https://www.linkedin.com/in/amehdi,W12
14,Somaira Punjwani,Medmonk,https://www.linkedin.com/in/somaira-punjwani-68b80816,W12
15,Victor Wollesen,Per Vices,,W12
16,Brandon Malatest,Per Vices,,W12
17,Andrew Seddon,CircuitHub,https://www.linkedin.com/in/seddonandrew/,W12
18,Lawrence Gentilello,Screenleap,https://www.linkedin.com/in/gentilello,W12
19,Tuyen Truong,Screenleap,https://www.linkedin.com/in/tuyentruong/,W12
20,Justin Cannon,CleverDeck,,W12
21,Peter Delahunty,Shoptiques,https://www.linkedin.com/in/peterdelahunty/,W12
22,Olga Vidisheva,Shoptiques,https://www.linkedin.com/in/olga-vidisheva/,W12
23,Dan Morin,Shoptiques,https://www.linkedin.com/in/danielmorin,W12
24,Jeff Morin,Shoptiques,https://www.linkedin.com/in/jeffmorin,W12
25,Joris Poort,Rescale,https://www.linkedin.com/in/gpoort/,W12
26,Adam McKenzie,Rescale,https://www.linkedin.com/in/adammckenzie,W12
27,Michael Chiu,Medigram,https://www.linkedin.com/in/komarneni,W12
28,Yuhao Ding,Medigram,https://www.linkedin.com/in/yuhaoding,W12
29,Stephen Oakley,Medigram,https://www.linkedin.com/in/brianshih,W12
30,Aarjav Trivedi,Ridecell,https://www.linkedin.com/in/aarjav,W12
31,Nicholas Sedlet,HireArt,https://www.linkedin.com/in/nick-sedlet,W12
32,Alex Cavoulacos,The Muse,https://www.linkedin.com/in/acavoulacos/,W12
33,Kathryn Minshew,The Muse,https://www.linkedin.com/in/kathryn-minshew/,W12
34,Melissa Quino McCreery,The Muse,,W12
35,Jason Freedman,42Floors,https://www.linkedin.com/in/jasonfreedman/,W12
36,James Bracy,42Floors,https://www.linkedin.com/in/waratuman/,W12
37,Jonathan Bracy,42Floors,https://www.linkedin.com/in/jonbracy/,W12
38,Tommy Sze Ngai Tsai,Shopular,https://www.linkedin.com/in/tommytsai/,W12
39,Guillaume Luccisano,Socialcam,https://www.linkedin.com/in/guillaumeluccisano/,W12
40,Michael Seibel,Socialcam,https://linkedin.com/in/mwseibel,W12
41,Ammon Bartram,Socialcam,https://www.linkedin.com/in/ammon-bartram-2aaa6712,W12
42,Tony Martin,iCracked,https://linkedin.com/in/anthonyjohnmartin,W12
43,Rohin Dhar,Priceonomics,https://www.linkedin.com/in/rohindhar/,W12
44,Art Agrawal,YourMechanic,https://www.linkedin.com/in/artagrawal,W12
45,Dongyi Liao,YourMechanic,https://www.linkedin.com/in/dongyi-liao,W12
46,Jan Senderek,Loom,https://www.linkedin.com/in/jansenderek,W12
47,Nicolas Bös,Loom,,W12
48,Daniel Wagner,Loom,https://www.linkedin.com/in/danieltwagner,W12
49,Philipp Wein,Loom,https://www.linkedin.com/in/philippwein/,W12
50,Taro Fukuyama,Fond,https://www.linkedin.com/in/tarof/,W12
51,Sunny Tsang 🌞,Fond,https://www.linkedin.com/in/sunnyxtsang/,W12
52,Mehul Nariyawala,Flutter,https://www.linkedin.com/in/mehulnariyawala/,W12
53,Navneet Dalal,Flutter,https://www.linkedin.com/in/ndalal,W12
54,Gleb Chuvpilo,Authy,http://www.linkedin.com/in/chuvpilo,W12
55,Daniel Palacio,Authy,https://www.linkedin.com/in/danielpalacio,W12
56,Brad Koch,FarmLogs,,W12
57,Matt Riley,Swiftype,https://www.linkedin.com/in/matthewriley/,W12
58,Quin Hoxie,Swiftype,https://www.linkedin.com/in/qhoxie,W12
59,Khaled Hussein,Tilt,https://www.linkedin.com/in/dsogkhaled/,W12
60,James Beshara,Tilt,https://www.linkedin.com/in/jjbeshara/,W12
61,Justin Kan,Exec,https://www.linkedin.com/in/justinkan,W12
62,Amir Ghazvinian,Exec,https://www.linkedin.com/pub/amir-ghazvinian/86/143/286,W12
63,Daniel Kan,Exec,https://www.linkedin.com/in/danielkan,W12
64,Ranvir Gujral,Chute,https://www.linkedin.com/in/ranvir/,W12
65,Gaurav Sharma,Chute,https://www.linkedin.com/in/gauravsh/,W12
66,Ajay Mehta,FamilyLeaf,https://www.linkedin.com/in/ajayumehta,W12
67,Brandon Paton,FamilyLeaf,https://www.linkedin.com/in/bpaton,W12
68,Wesley Zhao,FamilyLeaf,https://www.linkedin.com/in/wesleyzhao,W12
69,Henry Liu,FamilyLeaf,https://linkedin.com/in/liuhenry/,W12
70,Joel Christner,SlidePay,https://www.linkedin.com/in/joelchristner/,W12
71,Charlie Pinto,SlidePay,https://www.linkedin.com/in/charlespinto,W12
72,Christopher Morton,SlidePay,https://linkedin.com/in/mortonch,W12
73,Igor Kofman,HackPad,https://www.linkedin.com/in/ikofman/,W12
74,Matthew Deiters,CoderWall,https://www.linkedin.com/in/matthewdeiters,W12
75,Dave Newman,CoderWall,https://www.linkedin.com/in/david-newman-3938522,W12
76,Nathan Binkert,Amiato,https://www.linkedin.com/in/garthgoodson,W12
77,Markus Nordvik,MyVR,https://www.linkedin.com/in/mnordvik/,W12
78,Mike Stachowiak,MyVR,https://www.linkedin.com/in/mstachowiak/,W12
79,Jonathan Murray,MyVR,https://www.linkedin.com/in/jonmurray/,W12
80,Alex Karpenko,Midnox,https://www.linkedin.com/in/alexka,W12
81,Alexei Karpenko,Midnox,https://www.linkedin.com/in/alexeikarpenko,W12
82,,SendHub,,W12
83,Amit Bansil,WireOver,https://www.linkedin.com/in/amitbansil/,W12
84,Trenton Ashburn,WireOver,https://www.linkedin.com/pub/trenton-ashburn/1/199/807,W12
85,Joe Teplow,GiveSpark,https://www.linkedin.com/in/joeteplow/,W12
86,Christopher Berner,Carsabi,https://www.linkedin.com/in/christopherbernerberkeley/,W12
87,Brandon Paton,Glider,https://www.linkedin.com/in/bpaton,W12
88,Henry Liu,Glider,https://linkedin.com/in/liuhenry/,W12
89,John Marbach,Glider,https://linkedin.com/in/johnmarbach,W12
90,Tom Brown,SolidStage,https://www.linkedin.com/in/NotTomBrown,W12
91,Kevin Kelley,SolidStage,https://www.linkedin.com/in/kevin-kelley-a7099015,W12
92,Jonas Templestein,Ark,,W12
93,Yiming Liu,Ark,https://www.linkedin.com/in/yimingliu,W12
94,Patrick Riley,Ark,,W12
95,Anirudh Ramachandran,Documents.Me,,W12
96,Sai Thumuluru,Documents.Me,https://www.linkedin.com/in/saithumuluru/,W12
97,Peter Delahunty,99dresses,https://www.linkedin.com/in/peterdelahunty/,W12
98,Nicole Durkin,99dresses,https://www.linkedin.com/in/nikkidurkin,W12
99,Dan Walker,99dresses,,W12
100,Martin Drashkov,BarSense,https://www.linkedin.com/in/martindrashkov,W12
101,Renat Gataullin,BarSense,,W12
102,Boris Vaisman,BarSense,,W12
103,Conrad Chan,LVL6,https://www.linkedin.com/in/todsul,W12
104,Alex Lin,LVL6,https://www.linkedin.com/in/alin4,W12
105,Calvin Tuong,LVL6,,W12
106,,Brace,,W12
107,Sasha Orloff,LendUp,https://www.linkedin.com/in/sashaorloff/,W12
108,Jacob Rosenberg,LendUp,https://www.linkedin.com/in/jakerosenberg/,W12
109,Michael Waxman,Grouper,https://www.linkedin.com/in/michaelewaxman/,W12
110,Peter Harrington,Zillabyte,https://www.linkedin.com/in/pbharrin/,W12
111,Tyler Neylon,Zillabyte,https://www.linkedin.com/in/tyler-neylon/,W12
112,Jake Quist,Zillabyte,https://www.linkedin.com/in/arielbraunstein,W12
113,Zafer Ahmed,Talkray (TiKL),,W12
114,Min Ming Lo,Pixelapse,http://linkedin.com/in/lominming,W12
115,Shravan Reddy,Pixelapse,https://www.linkedin.com/in/shrredd,W12
116,Ashutosh Desai,Make School,https://www.linkedin.com/in/desaiashu,W12
117,Jeremy Rossmann,Make School,https://www.linkedin.com/feed/,W12
118,Sanjay Mavinkurve,Zipio,https://www.linkedin.com/in/smavinkurve/,W12
119,Vijay Boyapati,Zipio,https://www.linkedin.com/in/vijayboyapati,W12
120,Chris Lloyd,Minefold,,W12
121,Dave Newman,Minefold,https://www.linkedin.com/in/david-newman-3938522,W12
122,,Marft,,W12
123,Travis Kiefer,BookSolid,https://www.linkedin.com/in/kieftrav/,W12
124,Lloyd Jacob,Optilly/Installmonetizer,https://linkedin.com/in/lloydjacob,W12
125,Vince (Amitej) Mundy,Optilly/Installmonetizer,https://www.linkedin.com/in/vince-mundy-963b526,W12
126,Avinash Pandey,Tap to Learn,https://www.linkedin.com/in/avinash-pandey/,W12
127,Priyanthy Aprain Srampical,Tap to Learn,,W12
128,Sreejit Jayanthan,Tap to Learn,https://www.linkedin.com/in/sreejitj/,W12
129,Aamir Poonawalla,Tap to Learn,,W12
130,Roby Thomas John,Tap to Learn,https://www.linkedin.com/in/robytj/,W12
131,Alex Andon,Jellyfish Art,https://www.linkedin.com/in/alexandon,W12
132,Cam Urban,Jellyfish Art,https://www.linkedin.com/in/cameron-urban-78924854,W12
133,Michael Petrov,Couple,https://www.linkedin.com/in/petrovmichael/,W12
134,Aswinkumar Rajendiran,Couple,https://www.linkedin.com/in/aswinrajendiran/,W12
135,Oleg Kostour,Couple,,W12
136,Anton Krutiansky,Couple,https://www.linkedin.com/in/antonkrutiansky,W12
137,Jamie Murai,Couple,https://www.linkedin.com/in/scottrig,W12
138,Olufemi Omojola,Hipmob,https://www.linkedin.com/in/kalvin,W12
