,Name,Company,LinkedIn,Batch
0,Barry Canton,Ginkgo Bioworks,https://www.linkedin.com/in/barry-canton-6826424/,S14
1,Austin Che,Ginkgo Bioworks,https://www.linkedin.com/in/austinche/,S14
2,Jason Kelly,Ginkgo Bioworks,https://www.linkedin.com/in/jrkelly2/,S14
3,Tom Knight,Ginkgo Bioworks,https://www.linkedin.com/in/tom-knight-2236324/,S14
4,Reshma Shetty,Ginkgo Bioworks,https://www.linkedin.com/in/rpshetty/,S14
5,Chad Rigetti,Rigetti Computing,https://www.linkedin.com/in/chad-rigetti-9891562,S14
6,Caroline Cochran,Oklo,https://www.linkedin.com/in/caorilne,S14
7,Jacob DeWitte,Oklo,http://linkedin.com/in/jacob-dewitte-90062132,S14
8,Daniel Yanisse,Checkr,https://www.linkedin.com/in/yanisse,S14
9,Jonathan Perichon,Checkr,https://www.linkedin.com/in/jperichon/,S14
10,John Backus,Cognito,,S14
11,Alain Meier,Cognito,https://www.linkedin.com/in/alainmeier/,S14
12,Christopher Morton,Cognito,https://linkedin.com/in/mortonch,S14
13,Divey Gulati,ShipBob,https://www.linkedin.com/in/divey-gulati-90299414,S14
14,Dhruv Saxena,ShipBob,https://www.linkedin.com/in/dhruv-saxena-4568034,S14
15,Paul Duan,Bayes Impact,https://www.linkedin.com/in/pyduan,S14
16,David Kirtley,Helion Energy,https://www.linkedin.com/in/david-kirtley-490b8230/,S14
17,Chris Pihl,Helion Energy,https://www.linkedin.com/in/chris-pihl-4a84b1a/,S14
18,Mathilde Collin,Front,https://www.linkedin.com/in/mathilde-collin-bb59492a/en/,S14
19,Laurent Perrin,Front,https://www.linkedin.com/in/laurent-perrin-9199505/,S14
20,Maksim Izmaylov,Roomstorm,,S14
21,Jakub Vysoký,Roomstorm,https://cz.linkedin.com/in/jakubvysoky,S14
22,Patrick Hannigan,Hive,https://www.linkedin.com/in/patrickhannigan/,S14
23,Ian Roberts,Hive,,S14
24,Christopher Farm,Tenjin,https://www.linkedin.com/in/christopherfarm,S14
25,Amir Manji,Tenjin,https://www.linkedin.com/in/amirmanji,S14
26,Thomas Cottin,SpotAngels,,S14
27,Aboud Jardaneh,SpotAngels,https://www.linkedin.com/in/aboud-jardaneh-9751b9a,S14
28,Christian Kletzl,UserGems,https://www.linkedin.com/in/christiankletzl,S14
29,Stephan Kletzl,UserGems,https://www.linkedin.com/in/stephankletzl,S14
30,George Melika,SFOX,https://linkedin.com/in/gmelika,S14
31,Akbar Thobhani,SFOX,https://www.linkedin.com/in/akbart,S14
32,Troy Astorino,PicnicHealth,https://www.linkedin.com/in/troyastorino,S14
33,Noga Leviner,PicnicHealth,https://www.linkedin.com/in/nogaleviner,S14
34,Joe Root,Permutive,https://www.linkedin.com/in/josephsroot,S14
35,Tim Spratt,Permutive,https://linkedin.com/in/timothyspratt,S14
36,Muneeb Ali,Hiro Systems,https://www.linkedin.com/in/muneebali,S14
37,Khanjan Desai,Alchemy,https://www.linkedin.com/in/khanjandesai/,S14
38,Chong Shen,Alchemy,https://www.linkedin.com/in/chongshen/,S14
39,Miles Penn,MTailor,,S14
40,Charles Desouza,MetricWire,,S14
41,Brian Stewart,MetricWire,,S14
42,Juan Benet,Protocol Labs,https://www.linkedin.com/in/jbenetcs/,S14
43,Andrew Kurland,Greentoe,https://www.linkedin.com/in/andrewkurland,S14
44,Hamed Saadat,Hyperpad,https://linkedin.com/in/hsaadat,S14
45,Murtaza Saadat,Hyperpad,https://www.linkedin.com/in/msaadat,S14
46,Jugoslav Petkovic,Flaviar,https://www.linkedin.com/in/jugoslav,S14
47,Matija Rijavec,Flaviar,https://www.linkedin.com/in/matijarijavec/,S14
48,Grisa Soba,Flaviar,https://www.linkedin.com/in/grisasoba,S14
49,Srivatsan Chari,Clear,,S14
50,Archit Gupta,Clear,https://www.linkedin.com/in/architgupta,S14
51,Ankit Solanki,Clear,https://in.linkedin.com/in/ankitsolanki,S14
52,Aubone Tennant,Billforward,https://www.linkedin.com/in/aubonetennant,S14
53,Fahim Aziz,Backpack,https://www.linkedin.com/in/fahimmaziz,S14
54,Chas Ballew,Aptible,https://www.linkedin.com/in/chasballew/,S14
55,Frank Macreery,Aptible,https://www.linkedin.com/in/fancyremarker,S14
56,Akaash Achreja,Unwind Me,https://www.linkedin.com/in/akaash-achreja-a65a604b,S14
57,Mike Furlong,Sliced Investing,https://www.linkedin.com/in/michael-furlong-6442b332,S14
58,Akhil Lodha,Sliced Investing,https://linkedin.com/in/akhillodha,S14
59,Alex Rangel,Ravti,https://www.linkedin.com/in/alexrangel,S14
60,Chris Ginter,Ravti,https://www.linkedin.com/in/chris-ginter-379b70a1,S14
61,Nick Greenfield,One Codex,https://www.linkedin.com/in/nickgreenfield/,S14
62,Susan Johnson,Women.com,https://www.linkedin.com/in/susaneddsjohnson,S14
63,Tom Shapland,Tule,https://linkedin.com/in/tom-shapland-b4494212,S14
64,Tad Milbourn,Payable,http://linkedin.com/in/tadmilbourn,S14
65,Kyle Kilat,Payable,https://www.linkedin.com/in/kylekilat/,S14
66,Peter Terrill,Payable,https://www.linkedin.com/in/peterterrill,S14
67,Greg Kidd,Apto Payments,https://www.linkedin.com/in/gregkidd/,S14
68,Meg Nakamura,Apto Payments,https://www.linkedin.com/in/megnakamura,S14
69,Ryan Hoover,Product Hunt,https://www.linkedin.com/in/ryanrhoover,S14
70,Elise Polezel,Replenish,https://www.linkedin.com/in/elisepolezel/,S14
71,Matthew Udomphol,Replenish,https://www.linkedin.com/in/udomphol/,S14
72,Jeeshan Chowdhury,ListRunner,https://www.linkedin.com/in/jeeshanchowdhury,S14
73,Dominic Savoie,ListRunner,https://www.linkedin.com/in/dominique-couture-savoie-3063bb23/,S14
74,Trevor Chan,ListRunner,https://www.linkedin.com/in/trevor-chan-66a7561,S14
75,Jeremy Yamaguchi,Lawn Love,https://www.linkedin.com/in/jeremyyamaguchi/,S14
76,Geoff Flarity,Kash,,S14
77,Bas Kohnke,Impraise,https://www.linkedin.com/in/baskohnke/,S14
78,Filipe Dobreira,Impraise,https://www.linkedin.com/in/filipe-dobreira/,S14
79,Cyril Gantzer,Hublo,https://www.linkedin.com/in/cyrilgantzer,S14
80,Léo-Paul Goffic,Hublo,https://www.linkedin.com/in/leogoffic,S14
81,Etienne Le Scaon,Hublo,https://www.linkedin.com/in/lescaon/,S14
82,Don Pinkus,Blockspring,https://www.linkedin.com/in/don-pinkus-9140702a,S14
83,Jason Tokoph,Blockspring,https://www.linkedin.com/in/jasontokoph,S14
84,Emil Pitkin,GovPredict,https://www.linkedin.com/in/emilpitkin,S14
85,Pouyan Salehi,PersistIQ,https://www.linkedin.com/in/pouyansalehi/,S14
86,Cyrus Karbassiyoon,PersistIQ,https://www.linkedin.com/in/ckarbass/,S14
87,Michael Horn,Craft Coffee,https://www.linkedin.com/in/michaeldhorn/,S14
88,Michael Akilian,Clara Labs,https://linkedin.com/in/akilian,S14
89,Maran Nelson,Clara Labs,https://www.linkedin.com/in/marannelson,S14
90,Christopher Coleman,Carlypso,https://www.linkedin.com/in/christopher-coleman-a316696,S14
91,Nicholas Hinrichsen,Carlypso,https://www.linkedin.com/in/nicholas-hinrichsen,S14
92,Moe Adham,Bitaccess,https://www.linkedin.com/in/moeadham/,S14
93,Siobhan Quinn,Parenthoods,https://www.linkedin.com/in/siobhanquinn,S14
94,Jeni Diaz Axline,Parenthoods,https://www.linkedin.com/in/jenidiaz,S14
95,Anuj Jain,Zip Phone,https://www.linkedin.com/in/anujjain1981/,S14
96,Arad Rostampour,Zenamins,https://www.linkedin.com/in/aradr,S14
97,Daniel Conrad,Beep,https://www.linkedin.com/in/dconrad,S14
98,Shawn Lewis,Beep,https://www.linkedin.com/in/shawn-lewis-524a563/,S14
99,Vasanth Elavarasan,Zoomer,,S14
100,Justin Goldman,Zoomer,https://www.linkedin.com/in/goldmanjustin/,S14
101,Robert Shedd,Zoomer,http://linkedin.com/in/shedd,S14
102,Yan Lhert,Zen99,https://www.linkedin.com/in/yantherailsguy/,S14
103,Tristan Zier,Zen99,http://www.linkedin.com/in/tristanzier,S14
104,Steve Sobel,Whirl,https://www.linkedin.com/in/stephen-sobel-1015a525,S14
105,Brian Ma,Weave,https://www.linkedin.com/in/zealoustiger,S14
106,Gareth MacLeod,Tinker,https://www.linkedin.com/in/garethmacleod/,S14
107,Trevor Creech,Tinker,https://www.linkedin.com/in/trevorcreech,S14
108,Ross Robinson,Tinker,https://www.linkedin.com/in/ross-robinson-aa6a1613/,S14
109,Michael Hoydich,Think Gaming,https://www.linkedin.com/in/mhoydich/,S14
110,Tim Ogilvie,Think Gaming,https://www.linkedin.com/in/timogilvie,S14
111,Ryan Jackson,Paid,https://www.linkedin.com/in/ryanwjackson,S14
112,Michael Witz,HauteDay,https://www.linkedin.com/in/michaelwitz/,S14
113,Dan Lin,HauteDay,,S14
114,Chris Ashby,SalesSift,,S14
115,Fraser Atkins,SalesSift,,S14
116,Zachariah Reitano,Shout,https://www.linkedin.com/in/zachariah-reitano-457b0a37?trk=nav_responsive_tab_profile,S14
117,Henri Stern,Shout,https://www.linkedin.com/in/henri-stern/,S14
118,Tim Varner,Roost,https://www.linkedin.com/in/timvarner,S14
119,Brian Brunner,Cheddar,https://linkedin.com/in/bbrunner,S14
120,Alex Fryer,Cheddar,https://www.linkedin.com/in/alexjfryer,S14
121,Bea Arthur,In Your Corner,https://www.linkedin.com/in/beaarthur/,S14
122,Anthony Garcia,In Your Corner,,S14
123,Delian Asparouhov,Nightingale,https://www.linkedin.com/in/delian-asparouhov-87447742/,S14
124,Kiran Gollu,Neptune.io,https://www.linkedin.com/in/kirangollu/,S14
125,Satish Talluri,Neptune.io,https://www.linkedin.com/in/satishtalluri,S14
126,Patrick Costello,Naytev,https://www.linkedin.com/in/costellopj/,S14
127,Zack Liscio,Naytev,https://www.linkedin.com/in/zackliscio/,S14
128,Edward Ridgely,Naytev,https://www.linkedin.com/in/edwardridgely/,S14
129,Mike Seid,Naytev,https://www.linkedin.com/in/mbseid/,S14
130,Mert Küçük,VizeraLabs,https://www.linkedin.com/in/mert-kucuk/,S14
131,Antony Evans,TAXA Biotechnologies,https://www.linkedin.com/in/antonyevans/,S14
132,Matt Voska,Flytenow,https://www.linkedin.com/in/voska/,S14
