,Name,Company,LinkedIn,Batch
0,Bob Violier,Bird,,S16
1,Robert Vis,Bird,http://linkedin/in/robertvis,S16
2,Joey van Ommen,Bird,,S16
3,Adam Hansmann,The Athletic,https://www.linkedin.com/in/adamhansmann,S16
4,Alex Mather,The Athletic,https://www.linkedin.com/in/alexemather,S16
5,Vidit Aatrey,Meesho,https://www.linkedin.com/in/vidit-aatrey-a3639120,S16
6,Sanjeev Barnwal,Meesho,https://www.linkedin.com/in/sanjeev-barnwal-4099341b,S16
7,Denis Mars,Proxy,https://www.linkedin.com/in/denismars,S16
8,Simon Ratner,Proxy,https://www.linkedin.com/in/simonratner,S16
9,Alexandr Wang,Scale AI,https://www.linkedin.com/in/alexandrwang,S16
10,Charlie Cheever,Expo,https://www.linkedin.com/in/ccheever,S16
11,James Ide,Expo,https://www.linkedin.com/in/idejames/,S16
12,Arup Roy-Burman,Elemeno Health,https://www.linkedin.com/in/arup-roy-burman-7891736,S16
13,Robbie Bhathal,Suiteness,https://www.linkedin.com/in/robbiebhathal?trk=hp-identity-photo,S16
14,Kyle Killion,Suiteness,http://www.linkedin.com/in/kylekillion/,S16
15,Jesse Jhaj,Jumpcut,https://www.linkedin.com/in/jesse-jhaj-047212100,S16
16,Peter Lu,Jumpcut,https://www.linkedin.com/in/peterjlu,S16
17,Kong Pham,Jumpcut,https://www.linkedin.com/in/kongpham1,S16
18,Bernardo de Padua,Quero Education,http://br.linkedin.com/in/bernardops,S16
19,Thiago Brandão,Quero Education,https://br.linkedin.com/in/thiagobrandam,S16
20,Gilad Beeri,ApolloShield,https://www.linkedin.com/in/giladbeeri,S16
21,Oleg Rogynskyy,People.ai,https://www.linkedin.com/in/olegrogynskyy,S16
22,Nick Alexander,Yoshi Mobility,https://www.linkedin.com/in/ndalexander/,S16
23,Bryan Frist,Yoshi Mobility,https://www.linkedin.com/in/bryanfrist/,S16
24,Dan Hunter,Yoshi Mobility,https://www.linkedin.com/in/daniel-hunter-612bb720,S16
25,Jesse Ahin Ghansah,OMG Digital,https://gh.linkedin.com/in/jesseaholmes,S16
26,Alex Patriquin,Circa,https://www.linkedin.com/in/alexpatriquin,S16
27,Alice Dinu,Ready Education,https://ca.linkedin.com/in/alice-dinu-b214011b,S16
28,James Dang,Ready Education,https://linkedin.com/in/james-dang-4ab61b26,S16
29,Danial Jameel,Ready Education,https://linkedin.com/in/danialj,S16
30,Adeleke Adekoya,Flutterwave,http://linkedin.com/in/lekekoya,S16
31,Olugbenga GB Agboola,Flutterwave,www.linkedin.com/in/olugbeng,S16
32,Julian Golder,Emote,https://www.linkedin.com/in/juliangolder,S16
33,Lei Xu,Emote,http://www.linkedin.com/in/leixusam,S16
34,Alok Deshpande,SmartPath,https://www.linkedin.com/in/alokdeshpande,S16
35,Eli Allen,Curtsy,https://www.linkedin.com/in/eli-allen-311b2367,S16
36,William Ault,Curtsy,https://www.linkedin.com/in/william-ault-3121a585,S16
37,David Oates,Curtsy,http://linkedin.com/in/deoates,S16
38,Nouman Ahmad,Validere,https://www.linkedin.com/in/noumanzahmad,S16
39,Ian Burgess,Validere,https://ca.linkedin.com/in/ian-burgess-35966337,S16
40,Emmanuel Buah,Airfordable,https://www.linkedin.com/in/emmanuelbuah,S16
41,Ama Marfo,Airfordable,www.linkedin.com/in/amamarfo,S16
42,Deepika Bodapati,Athelas,https://www.linkedin.com/pub/deepika-bodapati/73/297/102,S16
43,Tanay Tandon,Athelas,https://www.linkedin.com/pub/tanay-tandon/52/452/231,S16
44,Victor Ching,Miso,http://www.linkedin.com/in/victorching,S16
45,Songe LaRon,Squire Technologies,https://www.linkedin.com/in/songe,S16
46,Dave Salvant,Squire Technologies,https://www.linkedin.com/in/davesalvant,S16
47,Justin Boogaard,GoGoGrandparent,http://www.linkedin.com/in/justinboogaard,S16
48,David Lung,GoGoGrandparent,https://www.linkedin.com/in/lungdavid/,S16
49,Liz Tsai,HiOperator,https://www.linkedin.com/in/elizabeth-tsai-7619412b,S16
50,Gabriel Lopez,Synvivia,https://www.linkedin.com/in/gabriel-lopez-17b94410b?trk=nav_responsive_tab_profile,S16
51,Christian Haigh,Legalist,http://www.linkedin.com/in/christianhaigh,S16
52,Eva Shang,Legalist,http://www.linkedin.com/in/eshang,S16
53,Prat Agarwal,New Incentives,http://www.linkedin.com/in/pratagarwal,S16
54,Svetha Janumpalli,New Incentives,https://www.linkedin.com/in/svethajanumpalli,S16
55,Moufeed Kaddoura,Kenota (formerly ExVivo Labs),https://ca.linkedin.com/in/moufeed,S16
56,Alice Melocchi,Multiply Labs,https://www.linkedin.com/in/alice-melocchi-071816120,S16
57,Fred Parietti,Multiply Labs,https://www.linkedin.com/in/federico-parietti-75164920,S16
58,Zassmin Montes de Oca,Women Who Code,https://linkedin.com/in/zassmin,S16
59,Lauren Schulte Wang,The Flex Company,https://www.linkedin.com/in/laurenschulte,S16
60,Panpan Wang,The Flex Company,https://www.linkedin.com/in/panpanwang,S16
61,Stephen Johnson,OneChronos,https://www.linkedin.com/in/stephendjohnson1,S16
62,Kelly Littlepage,OneChronos,https://www.linkedin.com/in/klittlepage,S16
63,Misha Esipov,Nova Credit,https://www.linkedin.com/in/mishaesipov,S16
64,Angela Braren,Instrumentl,https://www.linkedin.com/in/angela-braren-62383726,S16
65,Katharine Corriveau,Instrumentl,https://www.linkedin.com/in/katharinecorriveau,S16
66,Gauri Manglik,Instrumentl,https://www.linkedin.com/in/gaurimanglik,S16
67,Brendan Finch,RocketLit,https://www.linkedin.com/in/brendan-finch-8658265b,S16
68,Grenard Madrigal,RocketLit,https://www.linkedin.com/in/grenard-madrigal-437b7118,S16
69,Roberto Rey,Livement,https://www.linkedin.com/in/robertoreym,S16
70,Walter Gonzalez,Livement,https://www.linkedin.com/in/wgdomenzain,S16
71,Alexander Luksidadi,Rose Rocket,https://ca.linkedin.com/in/fitrah-alexander-luksidadi-04897514,S16
72,Justin Sky,Rose Rocket,https://www.linkedin.com/in/jsky/,S16
73,Debra Cleaver,Vote.org,https://www.linkedin.com/in/debracleaver,S16
