,Name,Company,LinkedIn,Batch
0,Andrew Barnes,Go1,http://www.linkedin.com/in/ajbarnes,S15
1,Chris Eigeland,Go1,https://au.linkedin.com/in/chriseigeland,S15
2,Chris Hood,Go1,http://au.linkedin.com/in/chrish00d,S15
3,Vu Tran,Go1,http://www.linkedin.com/profile/view?id=145590347,S15
4,Conor Murray,OpenInvest,https://www.linkedin.com/pub/conor-murray/93/300/b06,S15
5,Phillip Wei,OpenInvest,http://www.linkedin.com/in/phillipwei,S15
6,Andrei Rebrov,Scentbird,https://www.linkedin.com/in/andrebrov,S15
7,Mariya Nurislamova,Scentbird,http://www.linkedin.com/in/mariyanurislamova/,S15
8,Roger Lee,Human Interest,https://www.linkedin.com/in/rogerrlee/,S15
9,Paul Sawaya,Human Interest,https://linkedin.com/in/paulsawaya,S15
10,Matthew Sweeny,Flirtey (SkyDrop),https://www.linkedin.com/in/matthew-sweeny-732b70127/,S15
11,Massimo Andreasi Bassi,Eight Sleep,https://www.linkedin.com/in/maghis,S15
12,Matteo Franceschetti,Eight Sleep,https://www.linkedin.com/in/matteofranceschetti,S15
13,Alexandra Zatarain,Eight Sleep,http://www.linkedin.com/in/alexandrazatarain/,S15
14,Sumir Meghani,Instawork,https://www.linkedin.com/in/sumirmeghani,S15
15,Dave Messina,Cofactor Genomics,http://linkedin.com/in/davemessina,S15
16,Jarret Glasscock,Cofactor Genomics,https://www.linkedin.com/in/jarretglasscock,S15
17,Mattias Lepp,Click & Grow,https://ee.linkedin.com/pub/mattias-lepp/17/ab4/413,S15
18,Christian Timmerer,Bitmovin,https://www.linkedin.com/in/christiantimmerer,S15
19,Stefan Lederer,Bitmovin,http://at.linkedin.com/pub/stefan-lederer/25/236/2a1,S15
20,Christopher Mueller,Bitmovin,https://www.linkedin.com/in/bitmovin-chris/,S15
21,Siping Wang,TetraScience,https://www.linkedin.com/pub/siping-wang/47/A32/205,S15
22,Ritesh Patel,The Ticket Fairy,http://www.linkedin.com/in/riteshdpatel,S15
23,Jigar Patel,The Ticket Fairy,http://www.linkedin.com/in/desinex,S15
24,Robyn Exton,HER,https://www.linkedin.com/in/robynexton,S15
25,Dave Gandy,Font Awesome,https://linkedin.com/in/davegandy,S15
26,Travis Chase,Font Awesome,http://www.linkedin.com/in/supercodepoet,S15
27,William MacAskill,"80,000 Hours",http://uk.linkedin.com/in/wdmacaskill,S15
28,Benjamin Todd,"80,000 Hours",https://uk.linkedin.com/pub/benjamin-todd/63/66b/b58/,S15
29,Bo Chen,Xendit,https://www.linkedin.com/in/bochen303,S15
30,Juan Gonzalez,Xendit,https://www.linkedin.com/in/0505gonzalez,S15
31,Moses Lo,Xendit,http://linkedin.com/in/moseslo,S15
32,Mike Allen,Shred Video,www.linkedin.com/pub/michael-allen/7/511/9a1/en,S15
33,Mark Godfrey,Shred Video,https://www.linkedin.com/profile/view?id=18358820,S15
34,Martin Kessler,Shape (ShapeScale),https://www.linkedin.com/in/martinkessler,S15
35,Alexandre Wayenberg,Shape (ShapeScale),http://www.linkedin.com/in/awayenberg,S15
36,Kartik Venkataraman,RedCarpetUp,https://www.linkedin.com/in/kartikvenkataraman1,S15
37,Ram Jayaraman,Plate IQ,https://www.linkedin.com/in/ramprabhuj,S15
38,Bhavuk Kaul,Plate IQ,https://www.linkedin.com/in/bhavukkaul,S15
39,Harrison Steed,PickTrace,http://www.linkedin.com/pub/harrison-steed/,S15
40,Austin Steed,PickTrace,https://www.linkedin.com/in/austinsteed,S15
41,Keith Ryu,Fountain,https://www.linkedin.com/in/kibaekr/,S15
42,Marc Lara,MicroHealth,linkedin.com/mlaranyc,S15
43,Miguel Lara,MicroHealth,http://linkedin.com/in/mlara1/en,S15
44,Merih Akar,Zeplin,https://www.linkedin.com/in/merihakar/,S15
45,Ismail Ceylan,Zeplin,https://www.linkedin.com/in/ceylanismail/,S15
46,Pelin Kenez,Zeplin,https://www.linkedin.com/in/pelinkenez,S15
47,Berk Çebi,Zeplin,https://www.linkedin.com/in/berkcebi/,S15
48,Sidra Qasim,Markhor,http://linkedin.com/in/sidraqasim,S15
49,Waqas Ali,Markhor,http://linkedin.com/in/waqasaday,S15
50,JS Boulanger,Circle Medical,https://www.linkedin.com/in/jsboulanger,S15
51,George Favvas,Circle Medical,https://www.linkedin.com/in/georgefavvas,S15
52,Brent LaRue,Circle Medical,https://www.linkedin.com/in/laruebrent,S15
53,Michael Kong,GiveCampus,https://www.linkedin.com/pub/michael-kong/10/bb1/353,S15
54,Kestrel Linder,GiveCampus,https://www.linkedin.com/pub/kestrel-linder/b3/677/403?domainCountryName=&csrfToken=ajax%3A4508253911625070148,S15
55,Pushkar Mukewar,Drip Capital,https://www.linkedin.com/pub/pushkar-mukewar/1/695/31,S15
56,Waseem Alim,Chaldal,https://www.linkedin.com/profile/view?id=38553536,S15
57,Zia Ashraf,Chaldal,https://www.linkedin.com/in/zia-ashraf/,S15
58,Tejas Viswanath,Chaldal,https://www.linkedin.com/in/tejas-viswanath,S15
59,Corey Centen,Bodyport,http://ca.linkedin.com/in/coreycenten/,S15
60,Sarah Smith,Bodyport,https://www.linkedin.com/in/sarahannsmith,S15
61,Alice Zhang,Verge Genomics,https://www.linkedin.com/pub/alice-zhang/2b/786/208,S15
62,Brian Bennett,Thrive Agritech,https://www.linkedin.com/profile/view?id=33089925&trk=nav_responsive_tab_profile,S15
63,Fabio Fleitas,Tesorio,http://www.linkedin.com/in/fabiofleitas,S15
64,Carlos Vega,Tesorio,https://www.linkedin.com/pub/carlos-r-vega/ ,S15
65,Christopher Davlantes,Reach Labs,https://www.linkedin.com/in/chrisdavlantes/en,S15
66,Jason Gray,SunFarmer,https://www.linkedin.com/in/jasondgray,S15
67,Andy Moon,SunFarmer,https://www.linkedin.com/in/andymoonfuture/,S15
68,Steve Albarran,Confident LIMS,https://www.linkedin.com/in/steve-albarran/,S15
69,Miller Aaron,Confident LIMS,https://www.linkedin.com/in/jma3/,S15
70,Matt Li,Branch8,http://hk.linkedin.com/pub/matt-li/16/4b1/38b,S15
71,Mo Firouz,Heroic Labs,http://uk.linkedin.com/in/mofirouz,S15
72,Andrei Mihu,Heroic Labs,http://uk.linkedin.com/in/andreimihu,S15
73,Chris Molozian,Heroic Labs,https://uk.linkedin.com/in/chrismolozian,S15
74,Natasha Baker,SnapMagic,https://www.linkedin.com/in/natashaabaker,S15
75,Scott Montgomerie,Scope AR,http://www.linkedin.com/in/scottmontgomerie/en,S15
76,David Nedohin,Scope AR,https://www.ca.linkedin.com/in/davidnedohin,S15
77,Neil Chudleigh,PartnerStack,https://www.linkedin.com/in/neilchudleigh,S15
78,Bryn Jones,PartnerStack,https://ca.linkedin.com/pub/bryn-jones/44/a1/619/,S15
79,Jonathan Mendes,PartnerStack,https://ca.linkedin.com/in/jonathanmendes,S15
80,Luke Swanek,PartnerStack,http://ca.linkedin.com/in/lswanek/,S15
81,Jonathan Friedman,Assembly,https://linkedin.com/in/friedparts,S15
82,Ashley Wong,Gemnote,https://www.linkedin.com/profile/view?id=48575772&trk=nav_responsive_tab_profile_pic,S15
83,Brett Hagler,New Story,http://www.linkedin.com/in/rbhagler/,S15
84,Matthew Marshall,New Story,http://linkedin.com/in/jamesmatthewmarshall,S15
85,Jason Boehmig,Ironclad,http://www.linkedin.com/in/jboehmig,S15
86,Cai GoGwilt,Ironclad,https://www.linkedin.com/pub/cai-gogwilt/22/18a/77b,S15
87,Joe Greenstein,Leaders In Tech (formerly InnerSpace),http://linkedin.com/in/joegreenstein,S15
88,Semira Rahemtulla,Leaders In Tech (formerly InnerSpace),https://www.linkedin.com/in/semira,S15
89,Rehman Merali,teaBOT,https://www.linkedin.com/in/rehmanmerali,S15
90,Alexander Klizhentas,Teleport,,S15
91,Ev Kontsevoy,Teleport,https://www.linkedin.com/in/kontsevoy/,S15
92,Taylor Wakefield,Teleport,https://www.linkedin.com/in/taylorwakefield/,S15
93,Jordan Brown,Lugg,https://www.linkedin.com/pub/jordan-brown/a1/628/b4b,S15
94,Eric Kreutzer,Lugg,https://www.linkedin.com/in/eric-kreutzer,S15
95,Debo Olaosebikan,Gigster,http://linkedin.com/in/dolaoseb,S15
96,James Barrett,Tenant Turner,https://www.linkedin.com/in/jamesfbarrett,S15
97,Brandon Anderson,Tenant Turner,http://linkedin.com/in/brandonmanderson,S15
98,Chris Stewart,Tenant Turner,https://www.linkedin.com/in/cstewart913,S15
99,Christina Bognet,PlateJoy,http://www.linkedin.com/pub/christina-bognet/18/877/90a/en,S15
100,Daniel Nelson,PlateJoy,http://www.linkedin.com/in/danielwolcottnelson,S15
101,Philip Winter,Nebia,https://www.linkedin.com/pub/philip-winter/2a/9ba/a17,S15
102,Carlos Gomez Andonaegui,Nebia,https://www.linkedin.com/in/carlosgomezando/,S15
103,Gabriel Parisi-Amon,Nebia,https://www.linkedin.com/profile/view?id=51776883&trk=hp-identity-name,S15
104,Nalin Gupta,Auro Robotics,https://linkedin.com/in/nalingupta01,S15
105,Jit Ray Chowdhury,Auro Robotics,https://www.linkedin.com/in/jitrc,S15
106,Prahasith Veluvolu,Mimir,https://www.linkedin.com/in/prahasithv,S15
107,Colton Voege,Mimir,https://www.linkedin.com/in/colton-voege-15a039b2/,S15
108,Jacobi Petrucciani,Mimir,https://www.linkedin.com/in/jpetrucciani,S15
