,Name,Company,LinkedIn,Batch
0,Alex Rodrigues,Embark Trucks,https://ca.linkedin.com/in/rodriguesalex,W16
1,Brandon Moak,Embark Trucks,https://ca.linkedin.com/in/brandonmoak,W16
2,Michael Skupien,Embark Trucks,https://linkedin.com/in/michael-sk,W16
3,Haroon Mokhtarzada,Truebill,https://www.linkedin.com/in/haroonmokhtarzada/,W16
4,Yahya Mokhtarzada,Truebill,https://www.linkedin.com/in/yahyamokhtarzada,W16
5,Idris Mokhtarzada,Truebill,https://www.linkedin.com/in/idrismokhtarzada,W16
6,Ahmed Beshry,Caper,https://ca.linkedin.com/in/ahmedbeshry,W16
7,Lindon Gao,Caper,https://www.linkedin.com/pub/lindon-gao/24/b31/1a1,W16
8,Yilin Huang,Caper,,W16
9,Edvard Engesaeth,NURX,https://www.linkedin.com/profile/view?id=254149970&trk=nav_responsive_tab_profile_pic,W16
10,Shola Akinlade,Paystack,http://ng.linkedin.com/in/shollsman/en,W16
11,Ezra Olubi,Paystack,https://ng.linkedin.com/in/cfezra,W16
12,Ben Thompson,GitPrime,https://www.linkedin.com/in/thompsonben,W16
13,Travis Kimmel,GitPrime,https://www.linkedin.com/in/travis-kimmel-20111b2a,W16
14,Dennis Steele,Podium,https://www.linkedin.com/in/steeledennis,W16
15,Eric Rea,Podium,https://www.linkedin.com/in/ericrea,W16
16,Sebastian Mejia,Rappi,https://www.linkedin.com/in/sebastianmejia,W16
17,Simon Borrero,Rappi,https://co.linkedin.com/in/simonborrero,W16
18,Felipe Villamarin,Rappi,https://www.linkedin.com/in/felipe-villamarin-85518161,W16
19,Michael Cantalino,Focal Systems,https://www.linkedin.com/pub/michael-john-cantalino/12/b44/747,W16
20,James Cundle,Mio,https://www.linkedin.com/in/jamescundle/,W16
21,Tom Hadfield,Mio,http://www.linkedin.com/in/hadfieldtom/,W16
22,Kwindla Hultman Kramer,Daily,https://www.linkedin.com/profile/view?id=ADEAAAABFE4BY9krVgKqlmVDm31cTgEvZKJ9UwE,W16
23,Andrey Klen,Petcube,https://www.linkedin.com/in/andreyklen,W16
24,Alex (Sasha) Neskin,Petcube,https://www.linkedin.com/pub/alex-neskin/15/244/155,W16
25,Yaroslav Azhnyuk,Petcube,https://www.linkedin.com/in/YaroslavAzhnyuk,W16
26,Nicholas Grandy,Outschool,https://www.linkedin.com/profile/view?id=AAMAAABZlEsBToF_BCHS0McY54D6pM73t9TzIWE&trk=hp-identity-name,W16
27,Amir Nathoo,Outschool,https://www.linkedin.com/in/amirnathoo,W16
28,Jim Xiao,Mason,https://www.linkedin.com/in/jimxiao,W16
29,Jason Kraft,MagicBus,https://linkedin.com/in/jasonjkraft,W16
30,Chris Upjohn,MagicBus,https://www.linkedin.com/pub/chris-upjohn,W16
31,David Rabie,Tovala,http://www.linkedin.com/in/davidrabie/en,W16
32,Bryan Wilcox,Tovala,https://linkedin.com/in/bryanwilcox,W16
33,Shadi Saberi,iSono Health,http://www.linkedin.com/in/ssaberig,W16
34,Jonas Blanck,GetAccept,https://www.linkedin.com/in/jonasblanck,W16
35,Mathias Thulin,GetAccept,https://www.linkedin.com/in/mathiasthulin/,W16
36,Carl Carell,GetAccept,https://se.linkedin.com/in/carlcarell,W16
37,Samir Smajic,GetAccept,https://www.linkedin.com/in/samirsmajic,W16
38,Dmitrii Dumik,Chatfuel,https://www.linkedin.com/in/ddumik,W16
39,Artem Ptashnik,Chatfuel,https://www.linkedin.com/in/artem-ptashnik-828163bb/,W16
40,Mark Ke,Yardbook,https://www.linkedin.com/pub/mark-ke/1/84/a97,W16
41,Ken Baylor,Stealth Worker,https://www.linkedin.com/in/kenbaylor,W16
42,Scott Stephenson,Deepgram,https://www.linkedin.com/profile/view?id=AAMAABp1p9YBj-vzJ-6PnwBthOxU-SSancWwG5w,W16
43,Jesper Theil Thomsen,SOUNDBOKS,https://www.linkedin.com/profile/view?id=AAIAABVMXEgBw5e16NKx-jQOYprAiCu8I34aBw8&trk=nav_responsive_tab_profile_pic,W16
44,Christoffer Nyvold,SOUNDBOKS,https://dk.linkedin.com/pub/christoffer-nyvold/101/84a/b38,W16
45,Eric Koslow,Lattice,https://www.linkedin.com/in/erickoslow,W16
46,Jack Altman,Lattice,https://www.linkedin.com/in/jackealtman,W16
47,Adam Brown,Mux,https://www.linkedin.com/in/adam-brown-7452b03a/,W16
48,Jon Dahl,Mux,https://www.linkedin.com/in/zencoder,W16
49,Steve Heffernan,Mux,https://www.linkedin.com/in/heffernan,W16
50,Matthew McClure,Mux,https://www.linkedin.com/profile/view?id=AAIAAAJfgWIBGxc9zShLz4cBthEtfFkCOgyYI78,W16
51,James Popper,AmberBox Gunshot Detection,,W16
52,Sara Naseri,Qvin,https://www.linkedin.com/profile/view?id=AAMAAAWjCzsBfsUv5rIxaaWge7Eycs-TJsC37zE&trk=hp-identity-name ,W16
53,Søren Therkelsen,Qvin,https://www.linkedin.com/in/sorenrt,W16
54,Ethan Perlstein,Perlara,https://www.linkedin.com/in/ethan-perlstein-1260545,W16
55,Makinde Adeagbo,DevColor,http://linkedin.com/in/makinde,W16
56,Eric Steen,Lygos,http://www.linkedin.com/in/EricJSteen,W16
57,Jonathan Stambolis,Zenysis,https://www.linkedin.com/in/jstambolis,W16
58,Ian Webster,Zenysis,https://linkedin.com/in/ianww,W16
59,John Gedmark,Astranis,https://www.linkedin.com/in/johngedmark,W16
60,Ryan McLinko,Astranis,https://www.linkedin.com/in/mclinkor,W16
61,Matt Nish,Bonsai,https://www.linkedin.com/in/mattnish,W16
62,Christopher Blum,Protonet,https://www.linkedin.com/profile/view?id=AAIAAADCIYUBtE8v5K3_Te-rvWb8rHxzYFqaYgU,W16
63,Ali Jelveh,Protonet,https://www.linkedin.com/in/alijelveh/,W16
64,Blake Scholl,Boom,https://www.linkedin.com/in/blakescholl/,W16
65,Tim Ellis,Relativity Space,https://www.linkedin.com/pub/tim-ellis/72/671/111,W16
66,Brandon Jeon,Sendbird,https://www.linkedin.com/in/brandonjeon/,W16
67,John S. Kim,Sendbird,https://www.linkedin.com/in/doshkim,W16
68,Harry Kim,Sendbird,https://www.linkedin.com/in/ysharrykim,W16
69,Grachik Adzhamian,Wakie,https://www.linkedin.com/in/hrachik,W16
70,Anoop Jain,Sanitation and Health Rights in India (SHRI),,W16
71,Kevin Moore,Quilt Data,https://www.linkedin.com/in/kevinemoore,W16
72,Patrick Chandler,FightCamp,https://www.linkedin.com/in/patrick-chandler-b53a58b7,W16
73,Khalil Zahar,FightCamp,https://ca.linkedin.com/pub/khalil-zahar/63/563/981,W16
74,Alexandre Marcotte,FightCamp,https://www.linkedin.com,W16
75,Jed Somers,Carbic,https://www.linkedin.com/profile/preview?locale=en_US&trk=prof-0-sb,W16
76,Jeff Garoon,Carbic,https://www.linkedin.com/in/jeffgaroon,W16
77,Stefano Gridelli,NetBeez,https://www.linkedin.com/in/stefanogridelli/en,W16
78,Panickos Neophytou,NetBeez,http://www.linkedin.com/in/panickos/en,W16
79,Panos Vouzis,NetBeez,https://www.linkedin.com/in/pvouzis,W16
80,Rose Afriyie,mRelief,https://www.linkedin.com/in/roseafriyie,W16
81,Genevieve Nielsen,mRelief,https://www.linkedin.com/in/genevievenielsen,W16
82,Ke Cheng,HistoWiz,https://www.linkedin.com/pub/ke-cheng/0/537/b18                                                                               Richard Losick Teaching Fellow for Molecular Biology (MCB52). 09/07-02/08,W16
83,ZJ Lin,GoLorry,https://www.linkedin.com/in/zjlin/,W16
84,Sanjay Mandava,GoLorry,https://www.linkedin.com/pub/sanjay-mandava/24/6aa/206,W16
85,J Richards,GoLorry,https://www.linkedin.com/in/jonathan-richards-26259bb6/,W16
86,Jake Loosararian,Gecko Robotics,https://www.linkedin.com/in/jake-loosararian-23981350/,W16
87,Troy Demmer,Gecko Robotics,https://www.linkedin.com/profile/view?id=AAIAAAVknjQBfe-5mD0s-nYSWNXnFY_7rEl6whA&trk=nav_responsive_tab_profile,W16
88,Mostafa ElBatsh,Lynks,linkedin.com/in/mbatsh/,W16
89,Arun Saigal,Thunkable,https://www.linkedin.com/in/aksaigal,W16
90,WeiHua Li,Thunkable,https://www.linkedin.com/pub/weihua-li/14/877/62b,W16
