,Name,Company,LinkedIn,Batch
0,Mikhail Kokorich,Momentus,https://linkedin.com/in/kokorich,S18
1,Betsie Larkin,Honeylove,https://www.linkedin.com/in/betsie-larkin-611a49ba,S18
2,Basar Basaran,Kunduz,https://www.linkedin.com/in/basarbasaran/,S18
3,Baris Bilgic,Kunduz,https://www.linkedin.com/in/brsbilgic/,S18
4,Melih Sener,Kunduz,https://www.linkedin.com/in/melih-sener-02460442/,S18
5,Nate Smith,Aesthetic,https://www.linkedin.com/in/nathanaelhsmith,S18
6,Matthew Trost,Aesthetic,https://www.linkedin.com/in/matthew-trost-8081a342,S18
7,Abe Han,Kinside,https://www.linkedin.com/in/abehan,S18
8,Shadiah Sigala,Kinside,https://www.linkedin.com/in/shadiah/,S18
9,Gaurav Kumar,OkCredit,https://www.linkedin.com/in/gaurav-kumar-9426a546/,S18
10,Harsh Pokharna,OkCredit,https://www.linkedin.com/in/harsh-pokharna-58437a45,S18
11,Aditya Prasad,OkCredit,https://in.linkedin.com/in/aditya-prasad-9a785a46,S18
12,Jeff Berens,Culdesac,https://www.linkedin.com/in/jeff-berens/,S18
13,Ryan Johnson,Culdesac,https://www.linkedin.com/in/ryanjohnsonaz/,S18
14,Devin Wiley,Circumvent,https://www.linkedin.com/in/devinwiley/,S18
15,Glenn Markov,Rejuvenation Technologies Inc.,https://www.linkedin.com/in/glennmarkov/,S18
16,John Ramunas,Rejuvenation Technologies Inc.,https://www.linkedin.com/in/johnramunas/,S18
17,Maddalena Adorno,Dorian therapeutics,linkedin.com/in/adornomaddalena,S18
18,Benedetta di Robilant,Dorian therapeutics,https://www.linkedin.com/in/benedetta-di-robilant-a196ba15/,S18
19,Kenny Li,iLabService,https://www.linkedin.com/in/kennylee722/,S18
20,Jing Wang,iLabService,https://www.linkedin.com/in/jing-wang-5aa8a92b/,S18
21,Liyang Zhang,iLabService,https://www.linkedin.com/in/liyang-zhang/,S18
22,Derek Weng,LemonBox,https://www.linkedin.com/in/derek-weng-9a27571a/,S18
23,David Browning,Enveritas,https://www.linkedin.com/profile/preview?locale=en_US&trk=prof-0-sb-preview-primary-button,S18
24,Yarden Horwitz,SPATE,https://www.linkedin.com/in/yarden-horwitz/,S18
25,Olivier Zimmer,SPATE,https://www.linkedin.com/in/olivierzimmer/,S18
26,Hussein Ahmed,Oxygen,https://linkedin.com/in/husseinahmed,S18
