,Name,Company,LinkedIn,Batch
0,James Burkhardt,Odeko,https://www.linkedin.com/in/james-burkhardt-6bb4ab48/,S19
1,Kumail Jaffer,Gather,https://www.linkedin.com/pub/mohammed-kumail-jaffer/8a/29/622,S19
2,Phillip Wang,Gather,https://www.linkedin.com/in/phillip-wang-592629118/,S19
3,Jeremy Grushcow,Sequence Bio,https://www.linkedin.com/in/jeremygrushcow/,S19
4,Chris Gardner,Sequence Bio,https://www.linkedin.com/in/chriscgardner/,S19
5,Mostafa Amin,Breadfast,https://www.linkedin.com/in/mostafaaminway,S19
6,Muhammad Habib,Breadfast,https://www.linkedin.com/in/muhammadhabib/,S19
7,Abdallah Nofal,Breadfast,https://www.linkedin.com/in/nofal/,S19
8,José E. Carrillo Pino,Apurata,http://pe.linkedin.com/in/jose-enrique-carrillo-pino-40b09877,S19
9,Patrick Wakeham,Apurata,https://www.linkedin.com/in/pwakeham,S19
10,Ryan Neu,Vendr.com,https://www.linkedin.com/in/ryanneu/,S19
11,Ignacio Belieres Montero,EPIC AEROSPACE,https://www.linkedin.com/in/ignacio-b%C3%A9li%C3%A8res-montero-14b457b6/,S19
12,Hamza Zia,GitStart,https://www.linkedin.com/in/hamza-z-202a163b/,S19
13,TULIO JIMENEZ,LAIKA, https://www.linkedin.com/in/tulio-jimenez-p-4a83b038,S19
14,MANUELA SANCHEZ,LAIKA,https://www.linkedin.com/in/manuela-sanchez/,S19
15,Camilo Sanchez,LAIKA,https://www.linkedin.com/in/camilo-sanchez-villamarin,S19
16,Chirath Neranjena,Vorticity,https://www.linkedin.com/in/chirath-neranjena-8299241/,S19
17,Stan Chang,Taskade,https://www.linkedin.com/in/lxcid,S19
18,John Xie,Taskade,https://www.linkedin.com/in/johnxie/,S19
19,Dionis Loire,Taskade,https://www.linkedin.com/in/dionis-loire-6000588,S19
20,Xavier Pladevall,Index,https://www.linkedin.com/in/pladevall,S19
21,Eduardo Portet,Index,https://www.linkedin.com/in/eportet,S19
22,Ivana Djuretic,Asher Bio,https://www.linkedin.com/in/ivana-djuretic-730a1517/,S19
23,Andy Yeung,Asher Bio,https://www.linkedin.com/in/yikandyyeung/,S19
24,Jakub Jurovych,Deepnote,https://www.linkedin.com/in/jakubjurovych/,S19
25,Tshepo Mohlala,Aspect,https://linkedin.com/in/tshepomohlala,S19
26,Kevin Charles,Coco Wallet,https://www.linkedin.com/in/kevin-charles-6348b5b5/,S19
27,Victor Charles,Coco Wallet,https://www.linkedin.com/in/victor-a-charles-754394124/,S19
28,Francisco jose Martin toro,Coco Wallet,http://linkedin.com/in/francisco-martin-toro-7a481715b,S19
29,Felipe Otálora,treble.ai,https://www.linkedin.com/in/felipe-otalora-813442147/,S19
30,Wilson Daniel Martinez,treble.ai,https://www.linkedin.com/in/daniel-martinez-b7a764164/,S19
31,Sebastián Valencia,treble.ai,,S19
32,Tuto Assad,Vitau,https://www.linkedin.com/in/tutoassad/,S19
33,Alejandro Lozano Zárate,Vitau,https://www.linkedin.com/in/alejandrolozanoz/,S19
34,Amar Agasaveeran,Flowbot,https://www.linkedin.com/in/amar-a-ba263ab2/,S19
35,Brian Gonzalez,Curri,https://www.linkedin.com/in/brianmatthewgonzalez,S19
36,Matthew Lafferty,Curri,https://www.linkedin.com/in/matt-lafferty-00734b12/,S19
37,Jerome de Lafargue,zeroheight,https://www.linkedin.com/in/jerome-de-lafargue-13951214/,S19
38,Robin Tindale,zeroheight,https://www.linkedin.com/in/robinhtindale/,S19
39,Luqui Díaz,Mudafy,https://www.linkedin.com/in/luquidiaz,S19
40,Franco Forte,Mudafy,https://www.linkedin.com/in/fortefranco/,S19
41,Veronika Yurchuk,Traces,https://www.linkedin.com/in/veronikayurchukdatascience/,S19
42,Kostyantyn Shysh,Traces,https://www.linkedin.com/in/kostyantyn-shysh-a8ab4a77/,S19
43,Michael Malis,Freshpaint,https://www.linkedin.com/in/michael-malis-270354150/,S19
44,Luis Sia,PayMongo,https://www.linkedin.com/in/luis-sia-356877148/,S19
45,Pedro Góes,InEvent,https://br.linkedin.com/in/pedrogoes,S19
46,Mauricio Giordano,InEvent,http://www.linkedin.com/in/mauriciogior,S19
47,Vinicius Neris,InEvent,https://www.linkedin.com/in/vfneris/,S19
